ID,Name,Name_nospace,Description,Ontological Scope,CRM Path,Expected Value Type,Field_Turtle,Category,Authors,Users,Funders
fie_186_Location Type,Location Type,Location_Type,This field is used to record the type of the location that is documented with regards to the address. Groups may have many different locations. This descriptor enables the differentiation of the groups's different locales.,E39 Actor,--> P74 --> E53[183_1] --> P2 --> E55[186_1],Concept,"crm:P74_has_current_or_former_residence
<https://example.org/place/fie_183_1> .
<https://example.org/place/fie_183_1> a 
crm:E53_Place;
crm:P2_has_type <https://example.org/type/fie_186_1> .
<https://example.org/type/fie_186_1> a crm:E55_Type .",[CAT.13] Location,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_187_Item,Item,Item,This field is used to record the identification number for a library item that carries the documented bibliographic item.,F24 Publication Expression,--> P128i --> E22[187_1],Reference Model,"crm:P128i_is_carried_by
<https://example.org/physical_object/fie_187_1> .
<https://example.org/physical_object/fie_187_1> a 
crm:E22_Human-Made_Object .",[CAT.14] Item,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_188_Description,Description,Description,This field is used to record a description in free text of the documented object.,E1 CRM Entity,--> P129i --> E33[188_1] --> P190 --> rdfs:Literal,String,"crm:P129i_is_subject_of
<https://example.org/conceptual_object/fie_188_1> .
<https://example.org/conceptual_object/fie_188_1> a 
crm:E33_Linguistic_Object;
crm:P190_has_symbolic_content ""content"" .",[CAT.15] Description,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_189_Description Language,Description Language,Description_Language,This field is used to record the language of the description of the documented object.,E1 CRM Entity,--> P129i --> E33[188_1] --> P72 --> E56[189_1],Concept,"crm:P129i_is_subject_of
<https://example.org/conceptual_object/fie_188_1> .
<https://example.org/conceptual_object/fie_188_1> a 
crm:E33_Linguistic_Object;
crm:P72_has_language <https://example.org/type/fie_189_1> .
<https://example.org/type/fie_189_1> a crm:E56_Language .",[CAT.15] Description,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_190_Description Type,Description Type,Description_Type,This field is used to record the type of description given of the documented object.,E1 CRM Entity,--> P129i --> E33[188_1] --> P2 --> E55[190_1],Concept,"crm:P129i_is_subject_of
<https://example.org/conceptual_object/fie_188_1> .
<https://example.org/conceptual_object/fie_188_1> a 
crm:E33_Linguistic_Object;
crm:P2_has_type <https://example.org/type/fie_190_1> .
<https://example.org/type/fie_190_1> a crm:E55_Type .",[CAT.15] Description,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_191_Description Author,Description Author,Description_Author,This field is used to record the author of the description given of the documented object.,E1 CRM Entity,--> P129i --> E33[188_1] --> P94i --> E65[191_1]>-P14 --> E39[191_2],Reference Model,"crm:P129i_is_subject_of
<https://example.org/conceptual_object/fie_188_1> .
<https://example.org/conceptual_object/fie_188_1> a 
crm:E33_Linguistic_Object;
crm:P94i_was_created_by <https://example.org/event/fie_191_1> .
<https://example.org/event/fie_191_1> a crm:E65_Creation ;
crm:P14_carried_out_by <https://example.org/actor/fie_191_2> .
<https://example.org/actor/fie_191_2> a crm:E39_Actor.",[CAT.15] Description,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_192_Description Date - Earliest,Description Date - Earliest,Description_Date_-_Earliest,This field is used to record the earliest possible date for the creation of the description of the documented object.,E1 CRM Entity,--> P129i --> E33[188_1] --> P94i --> E65[191_1] --> P4 --> E52[191_2] --> P82a --> xsd:dateTime,Date,"crm:P129i_is_subject_of
<https://example.org/conceptual_object/fie_188_1> .
<https://example.org/conceptual_object/fie_188_1> a 
crm:E33_Linguistic_Object;
crm:P94i_was_created_by <https://example.org/event/fie_191_1> .
<https://example.org/event/fie_191_1> a crm:E65_Creation ;
crm:P4_has_time-span <https://example.org/time_span/fie_192_1> .
<https://example.org/time_span/fie_192_1> a crm:E52_Time-span;
crm:P81a_begin_of_the_begin ""content"" .",[CAT.15] Description,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_193_Description Date - Latest,Description Date - Latest,Description_Date_-_Latest,This field is used to record the latest possible date for the creation of the description of the documented object.,E1 CRM Entity,--> P129i --> E33[188_1] --> P94i --> E65[191_1] --> P4 --> E52[191_2] --> P82b —> xsd:dateTime,Date,"crm:P129i_is_subject_of
<https://example.org/conceptual_object/fie_188_1> .
<https://example.org/conceptual_object/fie_188_1> a 
crm:E33_Linguistic_Object;
crm:P94i_was_created_by <https://example.org/event/fie_191_1> .
<https://example.org/event/fie_191_1> a crm:E65_Creation ;
crm:P4_has_time-span <https://example.org/time_span/fie_192_1> .
<https://example.org/time_span/fie_192_1> a crm:E52_Time-span;
crm:P81b_end_of_the_end ""content"" .",[CAT.15] Description,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_194_Description - Source,Description - Source,Description_-_Source,This field is used to record the source of the description of the documented object.,E1 CRM Entity,--> P129i --> E33[188_1] --> P94i --> E65[191_1] --> P16 --> E73[194_1],Reference Model,"crm:P129i_is_subject_of
<https://example.org/conceptual_object/fie_188_1> .
<https://example.org/conceptual_object/fie_188_1> a 
crm:E33_Linguistic_Object;
crm:P94i_was_created_by <https://example.org/event/fie_191_1> .
<https://example.org/event/fie_191_1> a crm:E65_Creation ;
crm:P63_used_specific_object <https://example.org/conceptual_object/fie_194_1> .
<https://example.org/conceptual_object/fie_194_1> a crm:E73_Information_Object .",[CAT.15] Description,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_195_Image,Image,Image,This field is used to record a digital image which is representative of the documented object.,E1 CRM Entity,--> P138i --> E36/D9[195_1],Reference Model,"crm:P138i_has_representation
<https://example.org/conceptual_object/fie_195_1> .
<https://example.org/conceptual_object/fie_195_1> a 
crm:E36_Visual_Item, crmdig:D9_Data_Object .
",[CAT.16] Documentation,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_196_Citation,Citation,Citation,This field is used to record a citation to reference documentation for the documented object.,E1 CRM Entity,"--> P129i --> E33[196_1] --> rdf:value --> rdfs:Literal<br><br>--> P129i --> E33[196_1] --> P2 --> E55 ""Citation"" ",String,"crm:P129i_is_subject_of
<https://example.org/conceptual_object/fie_196_1> .
<https://example.org/conceptual_object/fie_196_1> a 
crm:E33_Linguistic_Object;
crm:P190_has_symbolic_content ""content""; 
crm:P2_has_type <https://example.org/type/fie_196_1> .
<https://example.org/type/fie_196_1> a crm:E55_Type ;
rdfs:label ""Citation"" .",[CAT.16] Documentation,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_197_Citation Source,Citation Source,Citation_Source,This field is used to record the source used for generating the citation for the documented object.,E1 CRM Entity,--> P129i --> E33[196_1] --> P106i --> E33[197_1],Reference Model,"crm:P129i_is_subject_of
<https://example.org/conceptual_object/fie_196_1> .
<https://example.org/conceptual_object/fie_196_1> a 
crm:E33_Linguistic_Object;
crm:P106i_forms_part_of <https://example.org/conceptual_object/fie_197_1> .
<https://example.org/conceptual_object/fie_197_1> a crm:E33_Linguistic_Object .",[CAT.16] Documentation,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_323_Citation Description,Citation Description,Citation_Description,This field is used to record a description of the source used in a citation..,E1 CRM Entity,--> P129i --> E33[196_1] --> P129i --> E33[323_1],Collection Model,"crm:P129i_is_subject_of
<https://example.org/conceptual_object/fie_196_1> .
<https://example.org/conceptual_object/fie_196_1> a 
crm:E33_Linguistic_Object;
crm:P129i_is_subject_of <https://example.org/conceptual_object/fie_323_1> .
<https://example.org/conceptual_object/fie_323_1> a crm:E33_Linguistic_Object .",[CAT.16] Documentation,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_198_Biography,Biography,Biography,This field is used to record a short biographical free text about the documented person.,E21 Person,"--> P67i --> E73[198_1] --> P190 --> rdfs:Literal<br><br> --> P67i --> E73[198_1] --> P2 --> E55 ""Biography""<br><br> --> P67i --> E73[198_1] --> P72 --> E56[198_2]",String,"crm:P129i_is_subject_of
<https://example.org/conceptual_object/fie_198_1> .
<https://example.org/conceptual_object/fie_198_1> a 
crm:E73_Information_Object;
crm:P190_has_symbolic_content ""content"" ;
crm:P2_has_type <https://example.org/type/fie_198_1> ;
crm:P72_has_language <https://example.org/type/fie_198_2> .
<https://example.org/type/fie_198_1> a crm:E55_Type ;
crm:P190_has_symbolic_content ""Biography"" .
<https://example.org/type/fie_198_2> a crm:E56_Language .",[CAT.16] Documentation,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_199_Location - Institution,Location - Institution,Location_-_Institution,This field is used to record the institution at which the documented object is presently located.,E18 Physical Thing,"--> P53 --> E53[177_1] --> P74i --> E74[192_1]<br><br> --> P53 --> E53[177_1] --> P74i --> E74[192_1] --> P2 --> E55[""Institution""][192_3]<br><br> --> P53 --> E53[177_1] --> P2 --> E55 ""Institutional Location""[192_4]",Reference Model,"crm:P53_has_former_or_current_location <https://example.org/place/fie_177_1> .

<https://example.org/place/fie_177_1> a crm:E53_Place ;
crm:P74i_is_current_or_former_residence_of <https://example.org/actor/fie_199_2> ;
crm:P2_has_type <https://example.org/type/fie_199_3> .

<https://example.org/type/fie_199_3> a crm:E55_Type;
rdfs:label ""Institutional Location"".

<https://example.org/actor/fie_199_2> a crm:E74_Group ;
crm:P2_has_type <https://example.org/type/fie_199_4> .

<https://example.org/type/fie_199_4> a crm:E55_Type;
rdfs:label ""Institution"".",[CAT.13] Location,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_201_Style,Style,Style,This field is used to record the style by which the documented object can be classified with or for which it is exemplary.,E1 CRM Entity,"--> P2 --> E55[201_1]<br><br> --> P2 --> E55[201_1] --> P2 --> E55 ""Style""[201_2]",Concept,"crm:P2_has_type <https://example.org/type/fie_201_1> .

<https://example.org/type/fie_201_1> a crm:E55_Type ;
crm:P2_has_type <https://example.org/type/fie_201_2> .
<https://example.org/type/fie_201_2> a crm:E55_Type ;
rdfs:label ""Style"".",[CAT.1] Names and Classifications,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_202_Style Attributor,Style Attributor,Style_Attributor,This field is used to record the actor who attributed the style to the documented object.,E1 CRM Entity,--> P2 --> E55[201_1] --> P141i --> E17[202_1] --> P14 --> E39[202_2],Reference Model,"crm:P2_has_type <https://example.org/type/fie_201_1> .

<https://example.org/type/fie_201_1> a crm:E55_Type ;
crm:P141i_was_assigned_by <https://example.org/event/fie_202_1> .

<https://example.org/event/fie_202_1> a crm:E17_Type_Assignment ;
crm:P14_carried_out_by <https://example.org/actor/fie_202_2> .

<https://example.org/actor/fie_202_2> a crm:E39_Actor .",[CAT.1] Names and Classifications,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_204_Same As,Same As,Same_As,The field is used to record the sameness between the entity described and an external authority,E1 CRM Entity,--> L54 --> E1[204_1],uri,"crmdig:L54_is_same-as <https://example.org/entity/fie_204_1> .

<https://example.org/entity/fie_204_1> a crm:E1_CRM_Entity .",[CAT.16] Documentation,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_242_Creation Date - Earliest,Creation Date - Earliest,Creation_Date_-_Earliest,This field is used to record the earliest possible date for the creation of the documented physical object.,E36 Visual Item,--> P94i --> E65[242_1] --> P4 --> E52[242_2] --> P82a --> xsd:dateTime,Date,"crm:P94i_was_created_by <https://example.org/event/fie_242_1> .
<https://example.org/event/fie_242_1> a crm:E65_Creation;
crm:P4_has_time-span <https://example.org/time_span/fie_242_2> .
<https://example.org/time_span/fie_242_2> a crm:E52_Time-Span;
crm:P82a_begin_of_the_begin """"^^xsd:dateTime .",[CAT.3] Existence,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_243_Creation Date - Latest,Creation Date - Latest,Creation_Date_-_Latest,This field is used to record the latest possible date for the creation of the documented physical object.,E36 Visual Item,--> P94i --> E65[242_1] --> P4 --> E52[242_2] --> P82b --> xsd:dateTime,Date,"crm:P94i_was_created_by <https://example.org/event/fie_242_1> .
<https://example.org/event/fie_242_1> a crm:E65_Creation;
crm:P4_has_time-span <https://example.org/time_span/fie_242_2> .
<https://example.org/time_span/fie_242_2> a crm:E52_Time-Span;
crm:P82b_end_of_the_end """"^^xsd:dateTime .",[CAT.3] Existence,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_244_Creation Location,Creation Location,Creation_Location,This field is used to record the place of the creation of the documented physical object.,E36 Visual Item,--> P94i --> E65[242_1] --> P7 --> E53[244_1],Reference Model,"crm:P94i_was_created_by <https://example.org/event/fie_242_1> .
<https://example.org/event/fie_242_1> a crm:E65_Creation;
crm:P7_took_place_at <https://example.org/place/fie_244_1> . <https://example.org/place/fie_244_1> a crm:E53_Place .",[CAT.3] Existence,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
